"id","event","dtstart","dtend","venue","address","town","area","country","latitude","longitude"
173,"Dublin Musicians In Japan","2006-12-02 20:00:00","2006-12-02 00:00:00","The Field","","Kobai","Kansai","Japan",40.52559280,141.45117188
185,"Josephine Keegan CD And Tune Book Launch","2006-12-03 17:00:00","2006-12-03 19:00:00","The Cobblestone Bar","77 North King Street","Dublin","Dublin","Ireland",53.34980392,-6.27785301
191,"Andy Irvine","2006-12-05 20:00:00","2006-12-05 23:30:00","Whelan's","25 Wexford Street","Dublin","Dublin","Ireland",53.33661652,-6.26572084
188,"Edel Fox And Ronan O'Flaherty","2006-12-06 20:30:00","2006-12-06 00:00:00","Dolan's","3-4 Dock Road","Limerick City","Limerick","Ireland",52.65923691,-8.63777256
186,"IAANJ Session Hosted By Rose Conway Flanagan","2006-12-09 20:00:00","2006-12-09 23:00:00","Irish American Association Of Northwest Jersey","352 Richard Mine Road","Rockaway","New Jersey","USA",40.91407013,-74.57511139
192,"Old Blind Dogs In Concert","2006-12-13 20:00:00","2006-12-13 23:00:00","Pleasance Cabaret Bar","Pleasance Courtyard","Edinburgh","Lothian","Scotland",56.46298981,-4.22976780
160,"Finvarra's Wren 10th Annual Solstice Concert","2006-12-15 08:00:00","2006-12-15 00:00:00","The Ark","316 S. Main","Ann Arbor","Michigan","USA",42.27885056,-83.74866486
189,"Ash And Rowan","2006-12-16 21:00:00","2006-12-16 00:00:00","Tir Na Nog","201 E. Pratt St.","Baltimore","Maryland","USA",39.28615189,-76.61109924
182,"Frankie Kennedy Winter School","2006-12-27 00:00:00","2007-01-02 00:00:00","Various Venues","","Gaoth Dobhair","Donegal","Ireland",55.04980087,-8.22870350
194,"Crossroads Ceili","2006-12-29 00:00:00","2006-12-30 00:00:00","The Ark","316 S. Main","Ann Arbor","Michigan","USA",42.27885056,-83.74866486
196,"At First Light Christmas Party","2006-12-29 20:00:00","2006-12-29 00:00:00","The Kings Head","Lisburn Road","Belfast","Antrim","Northern Ireland",54.58051682,-5.96215153
198,"John Carty And Guests In Concert","2006-12-29 20:30:00","2006-12-29 22:30:00","The Commercial Hotel","Main Street","Ballinamore","Leitrim","Ireland",54.05244064,-7.80207634
200,"Ceol Na GConallach - The Donegal Sessions","2006-12-30 20:00:00","2006-12-30 22:30:00","Various Venues","","Kilcar","Donegal","Ireland",54.63311005,-8.60491085
64,"Lake School Of Celtic Music, Song & Dance","2007-01-02 00:00:00","2007-01-07 00:00:00","Various Venues","","Koroit","Victoria","Australia",-38.29215622,142.36735535
179,"Upper Potomac Pipers Weekend","2007-01-05 20:00:00","2007-01-07 17:30:00","Hilltop House","","Harpers Ferry","West Virginia","USA",39.32537842,-77.73888397
652,"A Night Of Music And Craic In Memory Of Paul Phillips","2007-01-11 20:00:00","2007-01-11 01:00:00","RGU Clubrooms","Flying Horse Road","Downpatrick","Down","Northern Ireland",54.32007980,-5.70347834
154,"Winter Music Weekend","2007-01-12 00:00:00","2007-01-14 00:00:00","Various Venues","","Sixmilebridge","Clare","Ireland",52.74362564,-8.77764988
197,"Boston Celtic Music Festival","2007-01-12 00:00:00","2007-01-14 00:00:00","Various Venues","","Boston","Massachusetts","USA",42.35842896,-71.05977631
204,"Charity Trad Concert","2007-01-12 21:00:00","2007-01-13 01:00:00","St Kentigern's Social Club","36 Wilbraham Road","Manchester","Greater Manchester","England",53.44356537,-2.23258758
195,"Session With Guest Host Eileen Goodman","2007-01-13 20:00:00","2007-01-13 23:00:00","Irish American Association Of Northwest Jersey","352 Richard Mine Road","Rockaway","New Jersey","USA",40.91407013,-74.57511139
183,"Martin Hayes Masterclasses","2007-01-16 18:00:00","2007-01-16 20:30:00","Eastside Arts Centre","Uniting Church, Oxford Street, Paddington","Sydney","New South Wales","Australia",-33.88730240,151.23065186
181,"(14th) Celtic Connections 2007","2007-01-17 00:00:00","2007-02-04 00:00:00","Various Venues","","Glasgow","Glasgow","Scotland",55.86423874,-4.25180578
208,"Comhaltas Anniversary In Glasgow","2007-01-19 00:00:00","2007-01-21 00:00:00","Various Venues","","Glasgow","Glasgow","Scotland",55.86423874,-4.25180578
213,"John Gannon CD Launch","2007-01-19 20:00:00","2007-01-19 00:00:00","Canadian American Club","202 Arlington Street","Watertown","Massachusetts","USA",42.36947632,-71.15613556
180,"Upper Potomac Fiddle Retreat","2007-01-20 09:00:00","2007-01-21 17:00:00","Hilltop House","","Harpers Ferry","West Virginia","USA",39.32537842,-77.73888397
203,"Temple Bar Trad: Irish Music and Culture Festival","2007-01-25 00:00:00","2007-01-28 00:00:00","Various Venues","","Dublin","Dublin","Ireland",53.34980392,-6.26030970
96,"22nd Illawarra Folk Festival At Bulli","2007-01-25 16:00:00","2007-01-28 23:45:00","Bulli Showground","Princes Highway","Bulli","New South Wales","Australia",-34.32520294,150.91250610
178,"PACKIE DUIGNAN TRADITIONAL WEEK-END","2007-01-26 20:30:00","2007-01-28 00:00:00","Community Hall And Aras Phadraig","Drumshanbo","Drumshanbo","Leitrim","Ireland",54.04821014,-8.03947926
206,"Dervish With Lúnasa And Julie Fowlis","2007-01-28 20:00:00","2007-01-28 00:00:00","The Olympia Theatre","72 Dame Street","Dublin","Dublin","Ireland",53.34419632,-6.26607513
205,"Tony De Marco Salon Concert","2007-02-01 08:00:00","2007-02-01 00:00:00","Irish American Heritage Center","4626 N. Knox Avenue","Chicago","Illinois","USA",41.96532440,-87.74459076
211,"An Evening of Traditional Irish Music","2007-02-01 19:30:00","2007-02-01 00:00:00","Broadstrokes Gallery","677 C North Belair Road","Evans","Georgia","USA",33.55008316,-82.12997437
157,"5. Irish Music Workshop Weekend","2007-02-02 18:00:00","2007-02-04 14:00:00","Alte Schule","Schulsstraße 3","Neu Anspach","Hessen","Germany",50.28895950,8.50767994
220,"Dessie Adams, Ruaidhrai O'Kane And Steve Dunne","2007-02-02 21:30:00","2007-02-03 00:30:00","Carlow Folk Club","76 Tullow Street","Carlow","Carlow","Ireland",52.83619308,-6.92527676
217,"The Melbourne Ceili with Trouble in the Kitchen","2007-02-03 20:00:00","2007-02-03 00:00:00","Melbourne Trades Hall","Lygon St and Victoria St","Melbourne","Victoria","Australia",-37.80703354,144.96591187
227,"Gerry O'Connor and Friends","2007-02-03 21:30:00","2007-02-04 01:00:00","Áras Cronain","Orchard Road","Clondalkin","Dublin","Ireland",53.32397079,-6.40553331
221,"U.C.C TradFest","2007-02-07 00:00:00","2007-02-11 00:00:00","Various Venues","","Cork","Cork","Ireland",51.89689255,-8.48631573
229,"Lily Neill (with Cartier Williams)","2007-02-07 19:30:00","2007-02-07 21:30:00","Strathmore Mansion","","Bethesda","Maryland","USA",38.98465347,-77.09471130
232,"Muireann Nic Amhlaoibh (with Julie Fowlis)","2007-02-08 20:00:00","2007-02-08 22:00:00","Arts Depot","Tally Ho Corner","North Finchley","London","England",51.61371994,-0.17701501
212,"Nova Scotia Traditions","2007-02-11 02:00:00","2007-02-11 09:00:00","CelticMKE Center","1532 N. Wauwatosa Ave","Milwaukee","Wisconsin","USA",43.05170059,-88.00699615
239,"Bodhran Feature","2007-02-11 09:30:00","2007-02-11 17:30:00","Royal Northern College Of Music","Oxford Road","Manchester","Greater Manchester","England",53.46988678,-2.23670030
244,"The Next Stage Open House","2007-02-12 16:00:00","2007-02-12 21:00:00","Players Barn Theatre","32332 W. 12 Mile Rd","Farmington Hills","Michigan","USA",42.49985123,-83.36818695
193,"Fiddle Workshop With Christian Lemaître","2007-02-16 18:00:00","2007-02-18 17:00:00","Elisabeth-hall","Berkenhagestraat 64","Zedelgem","Vlaanderen","Belgium",51.13560486,3.13553429
245,"Annual Ceili Dance Irish Musicians Association Of Chicago","2007-02-16 20:00:00","2007-02-16 00:30:00","Gaelic Park","6119 W. 147th St.","Chicago","Illinois","USA",41.62430191,-87.77095032
223,"Callahan, McComiskey and Kelly In Concert","2007-02-16 21:00:00","2007-02-16 23:45:00","Glucksman Irish House At New York University","1 Washington Mews","Manhattan","New York","USA",40.73172760,-73.99650574
241,"Bran Club","2007-02-17 17:00:00","2007-02-17 22:00:00","Jókai Klub","Hollós út 5","Budapest","Budapest","Hungary",47.49878693,18.98901176
209,"The Gathering Festival","2007-02-21 00:00:00","2007-02-25 00:00:00","The Gleneagle Hotel","Muckross Road","Killarney","Kerry","Ireland",52.05173111,-9.50676441
214,"Mór Ceol","2007-02-23 00:00:00","2007-02-23 00:00:00","Various Venues","","Ballinamore","Leitrim","Ireland",54.05221939,-7.80320454
202,"Micho Rusell Memorial","2007-02-23 21:00:00","2007-02-26 00:00:00","Various Venues","","Doolin","Clare","Ireland",53.01632690,-9.37653828
251,"Ceol Na GConallach - The Donegal Sessions","2007-02-24 20:00:00","2007-02-24 22:30:00","Various Venues","","Kilcar","Donegal","Ireland",54.63311005,-8.60491085
255,"Ceol Na GConallach - The Donegal Sessions","2007-02-24 20:00:00","2007-02-24 22:30:00","Kilcar Parish Hall","Main St.","Kilcar","Donegal","Ireland",54.63237000,-8.59368038
254,"CD Launch","2007-02-25 15:00:00","2007-02-25 16:30:00","The Gleneagle Hotel","Muckross Road","Killarney","Kerry","Ireland",52.05173111,-9.50676441
230,"Lily Neill (with Claudia Erland)","2007-02-28 19:30:00","2007-02-28 21:30:00","Strathmore Mansion","","Bethesda","Maryland","USA",38.98465347,-77.09471130
261,"Session Benefit For Man With Spinal Cord Injury","2007-03-01 19:30:00","2007-03-01 00:00:00","Professor Thom's","219 2nd Ave.","Manhattan","New York","USA",40.73198700,-73.98538971
274,"Éigse An Spidéil","2007-03-03 00:00:00","2007-03-11 00:00:00","Various Venues","","Spiddal","Galway","Ireland",53.24423218,-9.30760574
257,"IAANJ Session Hosted By Linda Hickman","2007-03-03 20:00:00","2007-03-03 23:00:00","Irish American Association Of Northwest Jersey","352 Richard Mine Road","Rockaway","New Jersey","USA",40.91407013,-74.57511139
240,"Celtic Spring Festival","2007-03-04 19:30:00","2007-03-04 00:00:00","Palace Of Arts Festival Theatre","Művészetek Palotája- Fesztivál Színház, Komor Marcell U. 1","Budapest","Budapest","Hungary",47.46976471,19.07061577
225,"NYAH","2007-03-06 20:00:00","2007-03-26 23:00:00","The Farnham Arms Hotel","Main Street","Cavan","Cavan","Ireland",53.99042511,-7.35958195
246,"Jam","2007-03-07 19:00:00","2007-03-07 22:00:00","Failte Irish Pub And Steak House","1492 Route 739","Dingmans Ferry","Pennsylvania","USA",41.28315353,-74.93345642
201,"David Munnelly In Concert","2007-03-08 08:00:00","2007-03-08 00:00:00","Irish American Heritage Center","4626 N. Knox Avenue","Chicago","Illinois","USA",41.96532440,-87.74459076
269,"Niamh Ní Charra In Concert","2007-03-08 21:00:00","2007-03-09 00:00:00","Whelan's","25 Wexford Street","Dublin","Dublin","Ireland",53.33661652,-6.26572084
163,"South East Tionol 2007 with Tim Collins, Michael Cooney, Benedict Koehler, Hilary Farrington, and more!","2007-03-09 00:00:00","2007-03-11 00:00:00","Florida School Of Massage","","Gainesville","Florida","USA",29.65163422,-82.32482910
243,"Lewisham Irish Festival","2007-03-09 00:00:00","2007-03-31 00:00:00","Various Venues","","Lewisham","London","England",51.46345139,-0.00917600
256,"Ceol N Mara (Songs Of The Sea)","2007-03-09 00:00:00","2007-03-18 00:00:00","Celtic Theater Co. At Seton Hall Univ.","400 So.Orange Ave.","South Orange","New Jersey","USA",40.74260712,-74.24620819
215,"Fleadh Ceol","2007-03-09 17:00:00","2007-03-11 00:00:00","The New Sydney Hotel","87 Bathurst St","Hobart","Tasmania","Australia",-42.88083649,147.32507324
275,"Eliot Grasso","2007-03-10 07:30:00","2007-03-10 00:00:00","Washington Cathedral","12300 Woodinville","Woodinville","Washington","USA",47.70998383,-122.13172913
231,"The London Lasses And Pete Quinn","2007-03-10 19:30:00","2007-03-10 00:00:00","Irish Cultural Centre","5 Black's Road","Hammersmith","London","England",51.49118805,-0.22373150
249,"CCE Flute And Whistle Workshop","2007-03-11 14:30:00","2007-03-11 16:00:00","The Unicorn","North Road","Preston","Lancashire","England",53.76551819,-2.70048642
270,"Session For Ciaran Emmett","2007-03-11 15:00:00","2007-03-11 00:00:00","Gunnings Pub","","Drumshanbo","Leitrim","Ireland",54.04821014,-8.03947926
266,"Noel Hill In Concert","2007-03-11 16:00:00","2007-03-11 00:00:00","American Legion Hall","6331 Mill St. (route 9)","Rhinebeck","New York","USA",41.91861343,-73.90692139
283,"CelticFest Vancouver","2007-03-14 00:00:00","2007-03-18 00:00:00","Various Venues","","Vancouver","British Columbia","Canada",49.26122665,-123.11392975
279,"Shunt Paddy's Week Events","2007-03-15 19:00:00","2007-03-15 00:00:00","Shunt Performance Lounge","20 Stainer Street","Southwark","London","England",51.50467300,-0.08600560
210,"Tokyo Irish Music Festival","2007-03-16 19:00:00","2007-03-17 21:30:00","FAB Omotesando","Omotesando","Shibuya-ku","Tokyo","Japan",35.68948746,139.69171143
236,"Grada In Concert","2007-03-16 20:00:00","2007-03-16 22:00:00","Hibernian Cultural Centre","19 Temple Street","Worcester","Massachusetts","USA",42.25910568,-71.79767609
271,"The Magic Square CD Release","2007-03-16 20:30:00","2007-03-16 22:30:00","Alberta Street Public House","1036 NE Alberta","Portland","Oregon","USA",45.55903625,-122.65483856
273,"FREE Informal Seisiún & Social","2007-03-17 06:30:00","2007-03-17 00:00:00","New York Irish Center","1040 Jackson Ave, Long Island City","Queens","New York","USA",40.74570084,-73.94581604
286,"Noel Hill and  Iris Nevins","2007-03-17 14:00:00","2007-03-17 18:00:00","Lighthorse Tavern","199 Washington St.","Jersey City","New Jersey","USA",40.71396637,-74.03811646
247,"St Patrick's Jam with The Tara Minstrels","2007-03-17 20:00:00","2007-03-17 22:00:00","Failte Irish Pub And Steak House","1492 Route 739","Dingmans Ferry","Pennsylvania","USA",41.28315353,-74.93345642
219,"Rome Irish Fleadh","2007-03-22 00:00:00","2007-03-25 00:00:00","Various Venues","","Rome","Lazio","Italy",41.89051819,12.49424839
288,"Upper Potomac Spring Music Weekend","2007-03-23 09:00:00","2007-03-25 15:30:00","Hilltop House","","Harpers Ferry","West Virginia","USA",39.32537842,-77.73888397
218,"Highland, Heath And Holler","2007-03-24 08:00:00","2007-03-24 10:30:00","Mount Baker Theatre","104 North Commercial Street","Bellingham","Washington","USA",48.75191116,-122.47799683
292,"Sean Maguire Appreciation Society Night","2007-03-24 19:30:00","2007-03-25 00:00:00","The Glenowen Inn","Glen Road.","Belfast","Antrim","Northern Ireland",54.57824326,-6.00647116
235,"Concert - Carmel Gunning","2007-03-24 20:00:00","2007-03-24 22:00:00","Hibernian Cultural Centre","19 Temple Street","Worcester","Massachusetts","USA",42.25910568,-71.79767609
278,"Melbourne Irish Cultural Event","2007-03-25 00:00:00","2007-03-25 00:00:00","Various Venues","","Melbourne","Victoria","Australia",-37.81361008,144.96305847
285,"Fiddle Workshops & Concert","2007-03-25 10:00:00","2007-03-25 00:00:00","Johnson String Instrument","49 North Main Street","Falmouth","Massachusetts","USA",41.55576706,-70.62165833
291,"The Sugarbush Fiddle And Dance Concert","2007-03-25 14:30:00","2007-03-25 00:00:00","The Regent Theatre","226 Main Street","Picton","Ontario","Canada",44.00762939,-77.14124298
299,"Ar Ais Arís","2007-03-29 20:00:00","2007-04-02 03:00:00","Various Venues","Main Street","Buncrana","Donegal","Ireland",55.13595581,-7.45506620
259,"North West Fiddle Fest 2007","2007-03-30 19:00:00","2007-04-05 00:00:00","Smithers Senior Secondary School","","Smithers","British Columbia","Canada",54.78235626,-127.16855621
268,"Maeve Donnelly and Tony McManus Concert and Workshops","2007-03-30 20:00:00","2007-03-30 00:00:00","Irish American Association Of Northwest Jersey","352 Richard Mine Road","Rockaway","New Jersey","USA",40.91407013,-74.57511139
280,"Carlow Fleadh 2007","2007-03-30 21:00:00","2007-04-01 00:00:00","Various Venues","","Leighlinbridge","Carlow","Ireland",52.73577118,-6.97480679
295,"Ceol Na GConallach - The Donegal Sessions","2007-03-31 20:00:00","2007-03-31 22:30:00","Kilcar Parish Hall","Main St.","Kilcar","Donegal","Ireland",54.63237000,-8.59368038
301,"Val Doonican","2007-04-04 14:00:00","2007-04-04 00:00:00","The Broadway Theatre","Catford Broadway","Lewisham","London","England",51.44535065,-0.02127080
300,"Gerry And Dónal O'Connor","2007-04-04 20:00:00","2007-04-04 23:00:00","Pleasance Cabaret Bar","Pleasance Courtyard","Edinburgh","Lothian","Scotland",56.46298981,-4.22976780
297,"Niamh Ní Charra","2007-04-05 21:00:00","2007-04-05 22:30:00","The Crane Bar","2 Sea Road","Galway","Galway","Ireland",53.26988220,-9.06050587
298,"Niamh Ní Charra","2007-04-07 21:00:00","2007-04-07 22:30:00","An Spailpín Fánach","27 South Main Street","Cork","Cork","Ireland",51.89728165,-8.47706795
258,"Roscommon Co. Fleadh 2007","2007-04-08 00:00:00","2007-04-09 00:00:00","Various Venues","","Roscommon","Roscommon","Ireland",53.62797928,-8.18863487
265,"Ceol Sa Ghleann Traditional Music Song And Dance Festival","2007-04-08 00:00:00","2007-04-13 00:00:00","Various Venues","","Glencolmcille","Donegal","Ireland",54.71106339,-8.72198391
282,"Ireland In Dixie - 2007 North American Convention Of Comhaltas Ceoltóirí Éireann","2007-04-12 04:30:00","2007-04-15 03:30:00","Westin Atlanta Airport","4736 Best Road","Atlanta","Georgia","USA",33.62926865,-84.46298218
281,"Josephine Keegan Concert And CD Launch","2007-04-12 08:00:00","2007-04-12 00:00:00","Irish American Heritage Center","4626 N. Knox Avenue","Chicago","Illinois","USA",41.96532440,-87.74459076
308,"Raw Bar Folk Club with Brian Finnegan, Eamon McIlholme And Damien O'Kane","2007-04-13 00:00:00","2007-04-13 21:00:00","Garrick Bar","29 Chichester Street","Belfast","Antrim","Northern Ireland",54.63085556,-5.94188690
307,"Musical Marketplace","2007-04-14 11:00:00","2007-04-14 16:00:00","St Georges West","58 Shandwick Place","Edinburgh","Lothian","Scotland",55.94936371,-3.21029401
296,"Northwest Juinor Pipe Band 2nd Annual Concert","2007-04-14 18:00:00","2007-04-14 22:00:00","Shorecrest HS Performing Arts Center","15343 25th AVE NE","Seattle","Washington","USA",47.74062729,-122.30210876
228,"Ballydehob Traditional Music, Song And Dance Festival 2007","2007-04-20 00:00:00","2007-04-20 00:00:00","Various Venues","Main Street","Ballydehob","Cork","Ireland",51.56261444,-9.46132565
